,Player,Position,age,Team,Games,Gstart,Minutes,Field-Per-Game,Field-Attempts,Field_Goal_Percentage,three_Point_Field_Goals_Per_Game,three_Point_Field_attemps_Goal_Percentage,three_Point_Field_Goal_Percentage,two_Point_Field_Goals_Per_Game,two_Point_Field_Goal_Attempts_Per_Game,two_Point_Field_Goal_Percentage,Effective_Field_Goal_Percentage,Free_Throws_Per_Game,Free_Throws_attemps_Per_Game,Free_Throws_Percentage,Offensive_Rebounds_Per_Game,Defensive_Rebounds_Per_Game,Total_Rebounds_Per_Game,Assists_Per_Game,Steals_Per_Game,Blocks_Per_Game,Turnovers_Per_Game,Personal_Fouls_Per_Game,Points_Per_Game,season
3672,Donté Greene,SF,21,SAC,76,50,21.4,3.2,7.3,.441,0.9,2.4,.377,2.3,4.9,.473,.504,1.2,1.8,.643,0.7,2.4,3.1,0.9,0.5,0.7,1.2,2.0,8.5,15
3673,Taylor Griffin,SF,23,PHO,8,0,4.0,0.5,1.3,.400,0.0,0.3,.000,0.5,1.0,.500,.400,0.3,0.5,.500,0.0,0.3,0.3,0.1,0.0,0.3,0.1,0.5,1.3,15
3674,Hamed Haddadi,C,24,MEM,36,0,6.7,0.7,1.7,.387,0.0,0.1,.000,0.7,1.6,.407,.387,0.4,0.5,.737,0.7,1.4,2.1,0.3,0.0,0.4,0.6,1.6,1.7,15
3675,Malik Hairston,SG,22,SAS,47,0,6.7,0.9,1.6,.526,0.0,0.2,.182,0.8,1.4,.585,.539,0.4,0.6,.567,0.3,0.8,1.0,0.3,0.1,0.2,0.2,0.6,2.1,15
3676,Marcus Haislip,SF,29,SAS,10,0,4.4,1.0,2.1,.476,0.3,0.5,.600,0.7,1.6,.438,.548,0.2,0.5,.400,0.4,0.6,1.0,0.0,0.0,0.2,0.3,0.5,2.5,15
3677,Richard Hamilton,SG,31,DET,46,46,33.7,6.4,15.6,.409,0.9,3.0,.297,5.5,12.6,.435,.437,4.4,5.2,.846,0.7,2.0,2.7,4.4,0.7,0.1,2.5,2.5,18.1,15
3678,Tyler Hansbrough,PF,24,IND,29,1,17.6,2.8,7.8,.360,0.0,0.1,.000,2.8,7.6,.367,.360,2.9,3.9,.743,2.1,2.7,4.8,1.0,0.6,0.3,0.7,2.4,8.5,15
3679,James Harden,SG,20,OKC,76,0,22.9,3.1,7.6,.403,1.2,3.3,.375,1.8,4.3,.424,.484,2.6,3.2,.808,0.6,2.6,3.2,1.8,1.1,0.3,1.4,2.6,9.9,15
3680,Al Harrington,PF,29,NYK,72,15,30.5,6.2,14.3,.435,1.9,5.7,.342,4.3,8.6,.496,.503,3.3,4.4,.757,1.2,4.4,5.6,1.5,0.9,0.4,1.8,2.9,17.7,15
3681,Devin Harris,PG,26,NJN,64,61,34.7,5.6,13.8,.403,0.9,3.4,.276,4.6,10.4,.444,.437,4.8,6.0,.798,0.4,2.8,3.2,6.6,1.2,0.3,2.8,2.8,16.9,15
3682,Mike Harris,PF,26,TOT,13,0,7.4,0.8,2.3,.367,0.0,0.1,.000,0.8,2.2,.379,.367,0.5,0.8,.636,0.8,1.1,1.8,0.2,0.4,0.1,0.7,1.1,2.2,15
3683,Mike Harris,PF,26,HOU,8,0,10.3,1.3,3.4,.370,0.0,0.1,.000,1.3,3.3,.385,.370,0.6,1.1,.556,1.1,1.4,2.5,0.4,0.5,0.1,1.1,1.3,3.1,15
3684,Mike Harris,PF,26,WAS,5,0,2.8,0.2,0.6,.333,0.0,0.0,,0.2,0.6,.333,.333,0.4,0.4,1.000,0.2,0.6,0.8,0.0,0.2,0.0,0.0,0.8,0.8,15
3685,Jason Hart,PG,31,TOT,5,0,4.4,0.2,0.4,.500,0.0,0.0,,0.2,0.4,.500,.500,0.0,0.0,,0.0,0.4,0.4,1.2,0.4,0.2,0.6,0.8,0.4,15
3686,Jason Hart,PG,31,MIN,1,0,5.0,0.0,1.0,.000,0.0,0.0,,0.0,1.0,.000,.000,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15
3687,Jason Hart,PG,31,NOH,4,0,4.3,0.3,0.3,1.000,0.0,0.0,,0.3,0.3,1.000,1.000,0.0,0.0,,0.0,0.5,0.5,1.3,0.3,0.3,0.8,1.0,0.5,15
3688,Udonis Haslem,PF,29,MIA,78,0,27.9,4.0,8.1,.494,0.0,0.0,,4.0,8.1,.494,.494,1.9,2.5,.762,2.1,5.9,8.1,0.7,0.4,0.3,1.0,2.2,9.9,15
3689,Trenton Hassell,SF,30,NJN,52,31,21.3,1.7,4.2,.411,0.0,0.1,.000,1.7,4.1,.421,.411,1.0,1.3,.754,1.1,1.8,2.9,1.0,0.3,0.2,0.9,1.8,4.5,15
3690,Spencer Hawes,C,21,SAC,72,59,26.4,4.3,9.3,.468,0.4,1.2,.299,4.0,8.0,.494,.488,1.0,1.5,.689,2.0,4.0,6.1,2.2,0.4,1.2,1.8,2.8,10.0,15
3691,Chuck Hayes,C,26,HOU,82,82,21.6,2.0,4.0,.489,0.0,0.0,,2.0,4.0,.489,.489,0.4,0.8,.545,1.8,3.8,5.7,1.7,0.9,0.5,0.9,2.7,4.4,15
3692,Jarvis Hayes,SF,28,NJN,45,19,23.0,3.1,7.3,.421,1.3,4.0,.335,1.7,3.3,.523,.512,0.3,0.4,.778,0.2,2.2,2.4,0.9,0.6,0.2,0.6,2.0,7.8,15
3693,Brendan Haywood,C,30,TOT,77,67,30.6,3.6,6.4,.562,0.0,0.0,.000,3.6,6.4,.563,.562,2.0,3.2,.620,3.6,5.7,9.3,0.6,0.3,2.1,1.3,2.7,9.1,15
3694,Brendan Haywood,C,30,WAS,49,48,32.9,3.8,6.8,.561,0.0,0.0,,3.8,6.8,.561,.561,2.1,3.2,.646,4.1,6.3,10.3,0.4,0.4,2.1,1.4,3.0,9.8,15
3695,Brendan Haywood,C,30,DAL,28,19,26.5,3.1,5.6,.564,0.0,0.0,.000,3.1,5.5,.568,.564,1.8,3.1,.575,2.8,4.6,7.4,0.9,0.3,2.0,1.1,2.3,8.1,15
3696,Luther Head,SG,27,IND,47,10,17.3,2.9,6.6,.437,0.8,2.2,.352,2.1,4.4,.481,.497,1.0,1.2,.828,0.1,1.6,1.7,1.5,0.4,0.2,1.1,1.1,7.6,15
3697,Gerald Henderson,SG,22,CHA,43,0,8.3,0.9,2.4,.356,0.1,0.4,.211,0.8,2.0,.388,.375,0.8,1.1,.745,0.3,0.9,1.3,0.3,0.2,0.2,0.3,0.6,2.6,15
3698,Roy Hibbert,C,23,IND,81,69,25.1,4.8,9.7,.495,0.0,0.1,.500,4.7,9.6,.495,.497,2.1,2.8,.754,2.2,3.5,5.7,2.0,0.4,1.6,1.8,3.5,11.7,15
3699,J.J. Hickson,PF,21,CLE,81,73,20.9,3.6,6.4,.554,0.0,0.0,.000,3.6,6.4,.555,.554,1.4,2.0,.681,1.4,3.6,4.9,0.5,0.4,0.5,1.1,1.6,8.5,15
3700,Nenê,C,27,DEN,82,82,33.6,5.1,8.7,.587,0.0,0.0,.000,5.1,8.7,.589,.587,3.6,5.1,.704,2.0,5.6,7.6,2.5,1.4,1.0,1.5,3.4,13.8,15
3701,George Hill,PG,23,SAS,78,43,29.2,4.5,9.5,.478,1.0,2.4,.399,3.6,7.1,.505,.529,2.3,3.0,.772,0.5,2.1,2.6,2.9,0.9,0.3,1.3,2.8,12.4,15
3702,Grant Hill*,SF,37,PHO,81,81,30.0,4.1,8.7,.478,0.4,1.0,.438,3.7,7.7,.483,.503,2.5,3.1,.817,0.9,4.6,5.5,2.4,0.7,0.4,1.3,2.0,11.3,15
3703,Jordan Hill,PF,22,TOT,47,0,13.3,2.1,4.3,.493,0.0,0.0,.000,2.1,4.2,.497,.493,1.0,1.4,.676,1.6,2.1,3.7,0.4,0.3,0.4,0.6,2.0,5.2,15
3704,Jordan Hill,PF,22,NYK,24,0,10.5,1.7,3.8,.446,0.0,0.1,.000,1.7,3.8,.456,.446,0.6,0.9,.714,1.3,1.2,2.5,0.3,0.4,0.4,0.5,1.5,4.0,15
3705,Jordan Hill,PF,22,HOU,23,0,16.2,2.5,4.7,.532,0.0,0.0,,2.5,4.7,.532,.532,1.3,2.0,.660,1.9,3.0,5.0,0.6,0.2,0.5,0.8,2.4,6.4,15
3706,Kirk Hinrich,SG,29,CHI,74,53,33.5,4.2,10.2,.409,1.4,3.8,.371,2.8,6.4,.431,.478,1.1,1.5,.752,0.3,3.2,3.5,4.5,1.1,0.3,1.5,2.8,10.9,15
3707,Jrue Holiday,PG,19,PHI,73,51,24.2,3.2,7.1,.442,0.8,2.2,.390,2.3,4.9,.465,.502,0.9,1.2,.756,0.8,1.8,2.6,3.8,1.1,0.2,2.1,2.1,8.0,15
3708,Ryan Hollins,C,25,MIN,73,27,16.8,2.3,4.2,.558,0.0,0.0,.000,2.3,4.1,.560,.558,1.5,2.2,.690,1.1,1.8,2.8,0.7,0.3,0.5,1.3,2.7,6.1,15
3709,Al Horford,C,23,ATL,81,81,35.1,5.8,10.5,.551,0.0,0.0,1.000,5.8,10.4,.551,.552,2.6,3.3,.789,2.9,7.0,9.9,2.3,0.7,1.1,1.5,2.8,14.2,15
3710,Eddie House,PG-SG,31,TOT,68,0,17.9,2.5,6.7,.380,1.2,3.3,.348,1.4,3.4,.412,.467,0.7,0.8,.923,0.2,1.4,1.6,1.3,0.6,0.1,0.7,1.2,7.0,15
3711,Eddie House,PG,31,BOS,50,0,16.9,2.6,6.4,.401,1.3,3.3,.383,1.3,3.1,.419,.500,0.7,0.8,.900,0.1,1.2,1.4,1.0,0.6,0.1,0.5,1.2,7.2,15
3712,Eddie House,SG,31,NYK,18,0,20.6,2.4,7.4,.331,0.8,3.3,.250,1.6,4.1,.397,.387,0.7,0.7,1.000,0.3,1.9,2.2,2.1,0.7,0.0,1.1,1.1,6.4,15
3713,Dwight Howard,C,24,ORL,82,82,34.7,6.2,10.2,.612,0.0,0.1,.000,6.2,10.1,.617,.612,5.9,10.0,.592,3.5,9.7,13.2,1.8,0.9,2.8,3.3,3.5,18.3,15
3714,Josh Howard,SF,29,TOT,35,12,26.2,4.5,11.1,.405,0.7,2.5,.267,3.8,8.6,.444,.434,3.1,4.0,.784,0.9,2.7,3.6,1.4,0.7,0.3,1.3,2.6,12.7,15
3715,Josh Howard,SF,29,DAL,31,9,26.7,4.4,11.0,.401,0.6,2.4,.267,3.8,8.6,.438,.430,3.0,3.8,.790,0.8,2.8,3.6,1.4,0.7,0.3,1.4,2.5,12.5,15
3716,Josh Howard,SF,29,WAS,4,3,22.8,5.0,11.5,.435,0.8,2.8,.273,4.3,8.8,.486,.467,3.8,5.0,.750,1.0,2.3,3.3,1.0,0.8,0.5,0.8,3.3,14.5,15
3717,Juwan Howard,C,36,POR,73,27,22.4,2.6,5.1,.509,0.0,0.0,.000,2.6,5.1,.511,.509,0.8,1.0,.786,1.5,3.1,4.6,0.8,0.4,0.1,1.0,2.6,6.0,15
3718,Lester Hudson,PG,25,TOT,25,0,5.2,0.8,2.1,.396,0.2,0.6,.313,0.6,1.5,.432,.443,0.4,0.5,.846,0.3,0.4,0.7,0.5,0.3,0.1,0.6,0.5,2.3,15
3719,Lester Hudson,PG,25,BOS,16,0,4.4,0.4,1.1,.389,0.2,0.3,.600,0.3,0.8,.308,.472,0.3,0.4,.833,0.2,0.3,0.5,0.5,0.2,0.1,0.6,0.4,1.4,15
3720,Lester Hudson,PG,25,MEM,9,0,6.8,1.6,3.9,.400,0.2,1.2,.182,1.3,2.7,.500,.429,0.7,0.8,.857,0.4,0.7,1.1,0.6,0.6,0.1,0.6,0.6,4.0,15
3721,Larry Hughes,SG,31,TOT,45,16,24.8,3.0,8.6,.355,1.0,3.1,.309,2.1,5.5,.381,.411,2.1,2.5,.832,0.5,2.6,3.2,3.0,1.2,0.3,1.7,1.6,9.1,15
3722,Larry Hughes,SG,31,NYK,31,14,26.5,3.3,9.0,.366,0.9,3.1,.289,2.4,5.9,.407,.416,2.1,2.5,.823,0.5,3.0,3.5,3.5,1.3,0.4,1.8,1.7,9.6,15
3723,Larry Hughes,SG,31,CHA,14,2,21.1,2.5,7.6,.327,1.1,3.0,.357,1.4,4.6,.308,.397,2.1,2.4,.853,0.5,1.8,2.3,2.0,0.9,0.3,1.4,1.2,8.1,15
3724,Kris Humphries,PF,24,TOT,69,0,17.7,2.6,5.9,.441,0.0,0.0,.000,2.6,5.9,.442,.441,1.8,2.8,.668,1.7,3.7,5.5,0.5,0.5,0.7,1.0,2.1,7.1,15
3725,Kris Humphries,PF,24,DAL,25,0,12.6,2.1,4.6,.461,0.0,0.0,,2.1,4.6,.461,.461,1.0,1.8,.568,1.5,2.3,3.8,0.3,0.3,0.4,0.5,1.7,5.2,15
3726,Kris Humphries,PF,24,NJN,44,0,20.6,2.9,6.7,.433,0.0,0.0,.000,2.9,6.6,.435,.433,2.3,3.3,.699,1.9,4.6,6.4,0.6,0.7,0.8,1.2,2.3,8.1,15
3727,Chris Hunter,C,25,GSW,60,9,13.1,1.8,3.6,.502,0.0,0.1,.000,1.8,3.6,.512,.502,0.9,1.2,.754,0.9,1.9,2.8,0.6,0.2,0.6,0.5,2.2,4.5,15
3728,Lindsey Hunter,PG,39,CHI,13,0,9.4,0.4,2.3,.167,0.1,1.0,.077,0.3,1.3,.235,.183,0.2,0.2,1.000,0.1,1.0,1.1,0.7,0.1,0.0,0.3,0.9,1.0,15
3729,Othello Hunter,SF,23,ATL,7,0,4.7,0.6,1.7,.333,0.0,0.0,,0.6,1.7,.333,.333,0.4,0.6,.750,0.9,0.9,1.7,0.0,0.0,0.1,0.4,0.7,1.6,15
3730,Steven Hunter,C,28,MEM,21,0,7.5,0.8,2.0,.395,0.0,0.0,,0.8,2.0,.395,.395,0.9,1.7,.528,0.9,1.1,2.0,0.0,0.0,0.5,0.4,0.5,2.5,15
3731,Serge Ibaka,PF,20,OKC,73,0,18.1,2.8,5.1,.543,0.0,0.0,.500,2.7,5.0,.543,.545,0.8,1.3,.630,1.9,3.5,5.4,0.1,0.3,1.3,0.9,2.7,6.3,15
3732,Andre Iguodala,SF,26,PHI,82,82,38.9,6.0,13.7,.443,1.1,3.7,.310,4.9,10.0,.492,.485,3.8,5.2,.733,1.0,5.5,6.5,5.8,1.7,0.7,2.7,1.8,17.1,15
3733,Zydrunas Ilgauskas,C,34,CLE,64,6,20.9,3.0,6.8,.443,0.2,0.4,.478,2.9,6.5,.441,.455,1.2,1.6,.743,1.8,3.6,5.4,0.8,0.2,0.8,1.0,2.9,7.4,15
3734,D.J. Mbenga,C,29,LAL,49,2,7.2,1.0,2.1,.466,0.0,0.0,,1.0,2.1,.466,.466,0.2,0.4,.474,0.7,1.1,1.8,0.2,0.1,0.6,0.3,1.1,2.1,15
3735,Ersan İlyasova,PF,22,MIL,81,31,23.4,4.0,9.0,.443,1.0,3.0,.336,3.0,6.0,.496,.499,1.4,2.0,.715,1.9,4.4,6.4,1.0,0.7,0.3,0.9,3.1,10.4,15
3736,Allen Iverson*,SG-PG,34,TOT,28,24,30.9,4.9,11.3,.430,0.3,0.9,.360,4.5,10.4,.436,.445,3.7,4.7,.794,0.6,2.3,2.8,4.0,0.7,0.1,2.3,1.7,13.8,15
3737,Allen Iverson*,PG,34,MEM,3,0,22.3,5.0,8.7,.577,0.3,0.3,1.000,4.7,8.3,.560,.596,2.0,4.0,.500,0.3,1.0,1.3,3.7,0.3,0.0,2.3,1.7,12.3,15
3738,Allen Iverson*,SG,34,PHI,25,24,31.9,4.8,11.6,.417,0.3,1.0,.333,4.5,10.6,.425,.431,3.9,4.8,.824,0.6,2.4,3.0,4.1,0.7,0.1,2.3,1.7,13.9,15
3739,Royal Ivey,SG,28,TOT,44,0,7.4,0.8,1.9,.422,0.3,0.8,.400,0.5,1.1,.438,.506,0.2,0.3,.750,0.1,0.6,0.8,0.6,0.4,0.0,0.3,0.9,2.1,15
3740,Royal Ivey,SG,28,PHI,26,0,9.1,1.0,2.1,.473,0.5,0.9,.500,0.5,1.2,.452,.582,0.2,0.3,.857,0.2,0.8,1.0,0.7,0.4,0.1,0.2,1.0,2.7,15
3741,Royal Ivey,SG,28,MIL,18,0,5.0,0.5,1.6,.321,0.1,0.6,.182,0.4,0.9,.412,.357,0.2,0.3,.600,0.1,0.4,0.4,0.6,0.5,0.0,0.3,0.8,1.3,15
3742,Jarrett Jack,PG,26,TOR,82,43,27.4,3.9,8.2,.481,1.0,2.4,.412,2.9,5.8,.511,.542,2.5,2.9,.842,0.4,2.3,2.7,5.0,0.7,0.1,2.0,1.8,11.4,15
3743,Cedric Jackson,PG,23,TOT,12,0,6.2,0.5,1.7,.300,0.1,0.5,.167,0.4,1.2,.357,.325,0.6,1.0,.583,0.2,0.5,0.7,1.2,0.3,0.2,0.9,0.6,1.7,15
3744,Cedric Jackson,PG,23,CLE,5,0,2.0,0.0,0.4,.000,0.0,0.2,.000,0.0,0.2,.000,.000,0.2,0.8,.250,0.0,0.2,0.2,0.4,0.0,0.0,0.2,0.0,0.2,15
3745,Cedric Jackson,PG,23,SAS,3,0,8.3,0.7,2.3,.286,0.0,0.7,.000,0.7,1.7,.400,.286,1.0,1.3,.750,0.3,1.0,1.3,2.0,1.0,0.7,0.7,0.7,2.3,15
3746,Cedric Jackson,PG,23,WAS,4,0,9.8,1.0,2.8,.364,0.3,0.8,.333,0.8,2.0,.375,.409,0.8,1.0,.750,0.3,0.5,0.8,1.5,0.0,0.0,2.0,1.3,3.0,15
3747,Darnell Jackson,PF,24,TOT,28,0,4.4,0.3,1.1,.300,0.0,0.1,.250,0.3,0.9,.308,.317,0.1,0.2,.667,0.3,0.5,0.8,0.1,0.1,0.1,0.5,0.8,0.8,15
3748,Darnell Jackson,PF,24,CLE,27,0,4.2,0.3,0.9,.320,0.0,0.1,.333,0.3,0.8,.318,.340,0.1,0.2,.667,0.3,0.4,0.7,0.1,0.1,0.1,0.5,0.7,0.8,15
3749,Darnell Jackson,PF,24,MIL,1,0,9.0,1.0,5.0,.200,0.0,1.0,.000,1.0,4.0,.250,.200,0.0,0.0,,1.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,15
3750,Stephen Jackson,SG-PF,31,TOT,81,81,38.6,7.4,17.5,.423,1.6,4.9,.328,5.8,12.7,.460,.469,4.2,5.4,.779,1.0,4.0,5.0,3.7,1.6,0.5,3.2,2.4,20.6,15
3751,Stephen Jackson,PF,31,GSW,9,9,33.3,6.2,14.8,.421,1.2,4.4,.275,5.0,10.3,.484,.462,2.9,4.1,.703,0.7,3.2,3.9,4.7,1.6,0.7,2.9,1.8,16.6,15
3752,Stephen Jackson,SG,31,CHA,72,72,39.3,7.6,17.8,.423,1.6,4.9,.334,5.9,12.9,.457,.469,4.3,5.5,.786,1.0,4.1,5.1,3.6,1.6,0.5,3.2,2.5,21.1,15
3753,LeBron James,SF,25,CLE,76,76,39.0,10.1,20.1,.503,1.7,5.1,.333,8.4,15.0,.560,.545,7.8,10.2,.767,0.9,6.4,7.3,8.6,1.6,1.0,3.4,1.6,29.7,15
3754,Mike James,PG,34,WAS,4,0,11.5,1.5,5.0,.300,0.5,1.5,.333,1.0,3.5,.286,.350,1.0,2.0,.500,0.3,0.5,0.8,1.3,0.8,0.0,1.3,0.8,4.5,15
3755,Antawn Jamison,PF,33,TOT,66,64,36.5,7.2,15.7,.461,1.3,3.7,.344,6.0,12.0,.498,.502,2.9,4.5,.647,2.1,6.3,8.4,1.3,1.1,0.3,1.4,2.7,18.7,15
3756,Antawn Jamison,PF,33,WAS,41,41,38.9,7.7,17.1,.450,1.4,4.1,.345,6.3,13.0,.483,.491,3.7,5.3,.700,2.4,6.4,8.8,1.3,1.0,0.2,1.5,2.7,20.5,15
3757,Antawn Jamison,PF,33,CLE,25,23,32.4,6.5,13.4,.485,1.1,3.2,.342,5.4,10.3,.529,.525,1.7,3.3,.506,1.5,6.2,7.7,1.3,1.1,0.5,1.2,2.7,15.8,15
3758,Nathan Jawai,C,23,MIN,39,2,10.6,1.3,2.8,.441,0.0,0.0,.000,1.3,2.8,.445,.441,0.7,1.0,.684,1.3,1.4,2.7,0.6,0.3,0.2,0.7,1.5,3.2,15
3759,Othyus Jeffers,SG,24,UTA,14,0,5.2,0.9,2.1,.414,0.0,0.0,,0.9,2.1,.414,.414,0.9,1.4,.684,0.6,0.8,1.4,0.1,0.3,0.0,0.4,0.7,2.6,15
3760,Al Jefferson,C,25,MIN,76,76,32.4,7.4,14.8,.498,0.0,0.1,.000,7.4,14.8,.500,.498,2.4,3.5,.680,2.4,6.9,9.3,1.8,0.8,1.3,1.8,2.7,17.1,15
3761,Richard Jefferson,SF,29,SAS,81,70,31.1,4.5,9.6,.467,0.7,2.3,.316,3.7,7.3,.515,.505,2.6,3.5,.735,0.7,3.7,4.4,2.0,0.6,0.5,1.3,2.2,12.3,15
3762,Jared Jeffries,PF-SF,28,TOT,70,37,25.6,2.0,4.5,.439,0.3,1.0,.296,1.7,3.5,.481,.473,1.1,1.7,.625,1.9,2.3,4.1,1.4,0.9,1.0,1.1,2.9,5.3,15
3763,Jared Jeffries,PF,28,NYK,52,37,28.1,2.0,4.4,.443,0.4,1.2,.323,1.6,3.2,.488,.487,1.2,1.8,.645,1.9,2.4,4.3,1.6,1.0,1.1,1.2,3.0,5.5,15
3764,Jared Jeffries,SF,28,HOU,18,0,18.4,2.0,4.7,.429,0.1,0.5,.111,1.9,4.2,.467,.435,0.8,1.5,.556,1.7,1.9,3.6,1.0,0.5,0.7,0.8,2.6,4.9,15
3765,Brandon Jennings,PG,20,MIL,82,82,32.6,5.5,14.8,.371,1.8,4.7,.374,3.7,10.1,.370,.431,2.7,3.3,.817,0.6,2.8,3.4,5.7,1.3,0.2,2.4,2.3,15.5,15
3766,Jonas Jerebko,PF,22,DET,80,73,27.9,3.6,7.5,.481,0.5,1.4,.313,3.2,6.1,.520,.511,1.6,2.2,.710,2.4,3.6,6.0,0.7,1.0,0.4,1.0,2.9,9.3,15
3767,Yi Jianlian,PF,22,NJN,52,51,31.8,4.4,10.8,.403,0.3,0.8,.366,4.1,10.0,.406,.417,3.0,3.7,.798,2.2,4.9,7.2,0.9,0.7,1.0,1.5,3.3,12.0,15
3768,Amir Johnson,PF,22,TOR,82,5,17.7,2.5,4.1,.623,0.0,0.0,.000,2.5,4.0,.630,.623,1.2,1.8,.638,1.9,2.9,4.8,0.6,0.5,0.8,0.8,3.1,6.2,15
3769,Anthony Johnson,PG,35,ORL,31,0,13.1,1.6,3.6,.441,0.4,1.3,.333,1.2,2.3,.500,.500,0.6,0.6,.950,0.3,1.3,1.5,2.0,0.4,0.0,0.8,1.0,4.2,15
3770,James Johnson,PF,22,CHI,65,11,11.6,1.5,3.2,.452,0.2,0.7,.326,1.2,2.5,.488,.488,0.8,1.1,.729,0.5,1.4,2.0,0.7,0.3,0.7,1.0,1.9,3.9,15
3771,Joe Johnson,SG,28,ATL,76,76,38.0,8.4,18.2,.458,1.7,4.6,.369,6.7,13.6,.488,.505,2.9,3.5,.818,1.0,3.7,4.6,4.9,1.1,0.1,1.9,1.9,21.3,15
3772,Dahntay Jones,SF,29,IND,76,26,24.9,3.8,8.2,.461,0.1,0.4,.125,3.7,7.8,.479,.464,2.6,3.4,.770,0.6,2.4,3.0,2.0,0.5,0.5,1.7,3.1,10.2,15
3773,Dwayne Jones,PF,26,PHO,2,0,3.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,15
3774,James Jones,SF,29,MIA,36,6,14.0,1.2,3.3,.361,1.0,2.5,.411,0.2,0.8,.207,.517,0.6,0.8,.821,0.1,1.1,1.3,0.5,0.3,0.1,0.3,1.3,4.1,15
3775,Solomon Jones,C,25,IND,52,2,13.0,1.5,3.4,.443,0.0,0.1,.000,1.5,3.3,.451,.443,1.0,1.4,.718,1.0,1.8,2.8,0.6,0.3,0.7,0.8,2.4,4.0,15
3776,DeAndre Jordan,C,21,LAC,70,12,16.2,2.1,3.4,.605,0.0,0.0,.000,2.1,3.4,.610,.605,0.7,1.8,.375,1.7,3.3,5.0,0.3,0.2,0.9,1.1,2.2,4.8,15
3777,Chris Kaman,C,27,LAC,76,76,34.3,7.8,15.8,.490,0.0,0.1,.000,7.8,15.7,.492,.490,3.0,4.0,.749,2.4,6.8,9.3,1.6,0.5,1.2,2.9,2.8,18.5,15
3778,Jason Kapono,SF,28,PHI,57,12,17.1,2.2,5.3,.419,1.1,3.0,.368,1.1,2.3,.485,.523,0.2,0.3,.600,0.2,0.9,1.2,0.7,0.4,0.1,0.6,1.4,5.7,15
3779,Coby Karl,SF-SG,26,TOT,7,1,16.1,1.6,4.6,.344,0.3,1.6,.182,1.3,3.0,.429,.375,0.6,0.9,.667,0.6,2.0,2.6,2.1,0.4,0.1,1.4,2.0,4.0,15
3780,Coby Karl,SG,26,CLE,3,0,1.7,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.0,1.3,0.0,0.0,15
3781,Coby Karl,SF,26,GSW,4,1,27.0,2.8,8.0,.344,0.5,2.8,.182,2.3,5.3,.429,.375,1.0,1.5,.667,1.0,3.0,4.0,3.8,0.8,0.3,1.5,3.5,7.0,15
3782,Jason Kidd*,PG,36,DAL,80,80,36.0,3.6,8.4,.423,2.2,5.2,.425,1.4,3.2,.420,.554,1.0,1.2,.808,0.6,5.0,5.6,9.1,1.8,0.4,2.4,1.8,10.3,15
3783,Andrei Kirilenko,SF,28,UTA,58,35,29.0,4.2,8.3,.506,0.4,1.5,.292,3.8,6.8,.555,.533,3.0,4.0,.744,1.3,3.2,4.6,2.7,1.4,1.2,1.4,1.8,11.9,15
3784,Kyle Korver,SG,28,UTA,52,0,18.3,2.7,5.4,.493,1.1,2.1,.536,1.5,3.3,.465,.598,0.8,0.9,.796,0.2,1.9,2.1,1.7,0.5,0.2,0.8,1.5,7.2,15
3785,Kosta Koufos,C,20,UTA,36,0,4.8,0.6,1.3,.468,0.0,0.0,,0.6,1.3,.468,.468,0.3,0.4,.600,0.4,0.8,1.3,0.2,0.1,0.1,0.4,0.7,1.5,15
3786,Nenad Krstić,C,26,OKC,76,76,22.9,3.7,7.4,.502,0.0,0.1,.200,3.7,7.3,.505,.503,1.0,1.4,.717,1.8,3.3,5.0,0.7,0.4,0.6,0.8,2.3,8.4,15
3787,Oliver Lafayette,SG,25,BOS,1,0,22.0,3.0,6.0,.500,1.0,2.0,.500,2.0,4.0,.500,.583,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,7.0,15
3788,Carl Landry,PF,26,TOT,80,29,30.9,6.2,11.6,.536,0.0,0.0,.333,6.2,11.6,.537,.537,4.3,5.3,.806,2.4,3.5,5.9,0.8,0.7,0.8,1.7,2.9,16.8,15
3789,Carl Landry,PF,26,HOU,52,1,27.2,5.8,10.6,.547,0.0,0.0,,5.8,10.6,.547,.547,4.5,5.4,.839,2.3,3.2,5.5,0.8,0.5,0.9,1.7,2.8,16.1,15
3790,Carl Landry,PF,26,SAC,28,28,37.6,7.0,13.5,.520,0.0,0.1,.333,7.0,13.4,.521,.521,3.9,5.3,.741,2.4,4.1,6.5,0.9,1.0,0.6,1.8,3.1,18.0,15
3791,Marcus Landry,SF,24,TOT,18,0,6.2,0.9,2.4,.372,0.5,1.6,.321,0.4,0.8,.467,.477,0.2,0.3,.600,0.3,0.8,1.1,0.0,0.1,0.1,0.3,0.8,2.4,15
3792,Marcus Landry,SF,24,NYK,17,0,6.4,0.9,2.4,.390,0.5,1.5,.346,0.4,0.9,.467,.500,0.2,0.3,.600,0.3,0.8,1.1,0.0,0.1,0.1,0.4,0.8,2.6,15
