,Player,Position,age,Team,Games,Gstart,Minutes,Field-Per-Game,Field-Attempts,Field_Goal_Percentage,three_Point_Field_Goals_Per_Game,three_Point_Field_attemps_Goal_Percentage,three_Point_Field_Goal_Percentage,two_Point_Field_Goals_Per_Game,two_Point_Field_Goal_Attempts_Per_Game,two_Point_Field_Goal_Percentage,Effective_Field_Goal_Percentage,Free_Throws_Per_Game,Free_Throws_attemps_Per_Game,Free_Throws_Percentage,Offensive_Rebounds_Per_Game,Defensive_Rebounds_Per_Game,Total_Rebounds_Per_Game,Assists_Per_Game,Steals_Per_Game,Blocks_Per_Game,Turnovers_Per_Game,Personal_Fouls_Per_Game,Points_Per_Game,season
1579,Tony Parker,PG,27,SAS,56,50,30.9,6.2,12.8,.487,0.2,0.6,.294,6.1,12.2,.497,.494,3.3,4.4,.756,0.1,2.3,2.4,5.7,0.5,0.1,2.7,1.7,16.0,19
1580,Chris Paul,PG,24,NOH,45,45,38.0,7.0,14.2,.493,1.2,2.8,.409,5.8,11.3,.514,.534,3.6,4.2,.847,0.4,3.8,4.2,10.7,2.1,0.2,2.5,2.6,18.7,19
1581,Sasha Pavlović,SF,26,MIN,71,0,12.4,1.5,4.2,.363,0.5,1.7,.297,1.0,2.6,.407,.422,0.1,0.4,.385,0.2,1.5,1.6,0.8,0.3,0.1,0.7,1.2,3.7,19
1582,Oleksiy Pecherov,C,24,MIN,44,5,10.2,1.8,4.3,.410,0.3,1.2,.269,1.4,3.1,.463,.447,0.7,0.7,.906,0.7,2.1,2.8,0.3,0.2,0.3,0.7,1.3,4.5,19
1583,Kendrick Perkins,C,25,BOS,78,78,27.6,4.0,6.7,.602,0.0,0.0,.000,4.0,6.7,.605,.602,2.1,3.6,.582,2.0,5.6,7.6,1.0,0.3,1.7,2.1,2.8,10.1,19
1584,Morris Peterson,SG,32,NOH,46,39,21.2,2.5,6.5,.385,1.3,3.7,.363,1.2,2.8,.415,.488,0.7,1.2,.611,0.4,2.4,2.7,0.9,0.5,0.1,0.6,1.8,7.1,19
1585,Johan Petro,C,24,DEN,36,16,12.1,1.5,2.8,.535,0.0,0.0,.000,1.5,2.8,.540,.535,0.4,0.6,.667,0.9,2.7,3.6,0.4,0.3,0.4,0.6,2.2,3.4,19
1586,Paul Pierce*,SF,32,BOS,71,71,34.0,5.8,12.2,.472,1.5,3.7,.414,4.2,8.5,.497,.535,5.2,6.1,.852,0.5,3.8,4.4,3.1,1.2,0.4,2.3,2.8,18.3,19
1587,Mickaël Piétrus,SF,27,ORL,75,24,22.5,3.1,7.2,.432,1.5,4.1,.379,1.6,3.1,.502,.540,0.9,1.5,.633,0.5,2.3,2.9,0.7,0.7,0.4,0.9,1.8,8.7,19
1588,James Posey,SF,33,NOH,77,2,22.5,1.6,4.5,.365,1.1,3.1,.335,0.6,1.3,.437,.483,0.9,1.0,.825,0.4,3.9,4.3,1.5,0.5,0.2,0.7,2.6,5.2,19
1589,Leon Powe,SF,26,CLE,20,2,11.8,1.1,2.5,.429,0.0,0.0,,1.1,2.5,.429,.429,1.9,3.2,.587,1.0,2.1,3.1,0.0,0.3,0.1,0.6,1.8,4.0,19
1590,Josh Powell,PF,27,LAL,63,0,9.2,1.1,3.1,.366,0.1,0.3,.438,1.0,2.8,.360,.384,0.3,0.5,.645,0.7,1.1,1.8,0.6,0.1,0.1,0.5,1.1,2.7,19
1591,A.J. Price,PG,23,IND,56,2,15.4,2.6,6.3,.410,1.1,3.1,.345,1.5,3.2,.472,.494,1.1,1.3,.800,0.2,1.4,1.6,1.9,0.6,0.1,1.1,0.9,7.3,19
1592,Ronnie Price,PG,26,UTA,60,4,13.4,1.6,4.0,.405,0.3,1.1,.286,1.3,3.0,.447,.442,0.7,1.0,.695,0.5,0.8,1.2,2.1,0.7,0.2,0.9,1.8,4.3,19
1593,Tayshaun Prince,SF,29,DET,49,49,34.0,5.8,11.8,.486,0.6,1.5,.370,5.2,10.3,.503,.509,1.4,2.0,.714,1.4,3.6,5.1,3.3,0.7,0.4,1.2,1.6,13.5,19
1594,Joel Przybilla,C,30,POR,30,9,22.7,1.5,2.9,.523,0.0,0.0,,1.5,2.9,.523,.523,1.1,1.7,.647,2.4,5.5,7.9,0.3,0.3,1.4,1.3,3.2,4.1,19
1595,Chris Quinn,PG,26,NJN,25,0,8.9,0.8,2.2,.357,0.4,1.3,.313,0.4,1.0,.417,.446,0.2,0.2,1.000,0.0,0.6,0.6,1.2,0.4,0.0,0.4,0.6,2.2,19
1596,Vladimir Radmanović,PF,29,TOT,41,20,21.7,2.5,6.7,.377,0.7,2.6,.278,1.8,4.0,.442,.432,0.5,0.7,.741,1.2,3.1,4.3,1.1,0.7,0.2,1.1,2.4,6.2,19
1597,Vladimir Radmanović,PF,29,CHA,8,0,16.6,1.8,5.3,.333,0.9,2.8,.318,0.9,2.5,.350,.417,0.5,0.8,.667,1.0,2.6,3.6,0.9,0.4,0.1,0.6,2.3,4.9,19
1598,Vladimir Radmanović,PF,29,GSW,33,20,23.0,2.7,7.0,.385,0.7,2.6,.267,2.0,4.4,.455,.435,0.5,0.6,.762,1.3,3.2,4.5,1.2,0.8,0.2,1.2,2.4,6.6,19
1599,Anthony Randolph,C,20,GSW,33,8,22.7,4.2,9.4,.443,0.0,0.2,.200,4.1,9.2,.447,.445,3.3,4.1,.801,2.2,4.3,6.5,1.3,0.8,1.5,1.5,2.8,11.6,19
1600,Shavlik Randolph,PF,26,TOT,6,0,8.8,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,0.3,0.3,1.000,1.2,1.2,2.3,0.2,0.2,0.2,0.5,1.5,2.3,19
1601,Shavlik Randolph,PF,26,MIA,3,0,15.7,1.7,5.0,.333,0.0,0.0,,1.7,5.0,.333,.333,0.0,0.0,,2.3,2.0,4.3,0.0,0.3,0.3,0.7,3.0,3.3,19
1602,Shavlik Randolph,PF,26,POR,3,0,2.0,0.3,1.0,.333,0.0,0.0,,0.3,1.0,.333,.333,0.7,0.7,1.000,0.0,0.3,0.3,0.3,0.0,0.0,0.3,0.0,1.3,19
1603,Zach Randolph,PF,28,MEM,81,81,37.7,8.0,16.5,.488,0.2,0.6,.288,7.9,15.9,.496,.494,4.5,5.7,.778,4.1,7.7,11.7,1.8,1.0,0.4,2.1,2.8,20.8,19
1604,Theo Ratliff,C,36,TOT,49,29,16.5,1.4,3.1,.461,0.0,0.0,,1.4,3.1,.461,.461,0.8,1.0,.760,1.2,2.0,3.2,0.5,0.2,1.2,0.8,1.8,3.6,19
1605,Theo Ratliff,C,36,SAS,21,3,8.7,0.8,1.7,.444,0.0,0.0,,0.8,1.7,.444,.444,0.1,0.2,.500,0.7,1.2,1.9,0.4,0.1,0.9,0.8,1.3,1.6,19
1606,Theo Ratliff,C,36,CHA,28,26,22.3,1.9,4.1,.466,0.0,0.0,,1.9,4.1,.466,.466,1.3,1.6,.783,1.6,2.6,4.2,0.6,0.3,1.5,0.9,2.1,5.1,19
1607,Michael Redd,SG,30,MIL,18,12,27.3,4.2,11.8,.352,1.0,3.3,.300,3.2,8.5,.373,.394,2.6,3.7,.712,0.6,2.4,3.0,2.2,1.1,0.1,0.8,1.3,11.9,19
1608,J.J. Redick,SG,25,ORL,82,9,22.0,3.0,6.7,.439,1.4,3.3,.405,1.6,3.4,.473,.540,2.3,2.7,.860,0.2,1.7,1.9,1.9,0.3,0.0,0.8,1.4,9.6,19
1609,Chris Richard,PF,25,CHI,18,0,12.4,0.8,1.6,.517,0.0,0.0,,0.8,1.6,.517,.517,0.4,0.6,.636,1.1,2.2,3.3,0.4,0.4,0.2,0.8,2.8,2.1,19
1610,Jason Richardson,SG,29,PHO,79,76,31.5,6.0,12.6,.474,2.0,5.1,.393,4.0,7.6,.528,.553,1.7,2.3,.739,1.0,4.1,5.1,1.8,0.8,0.4,1.2,2.1,15.7,19
1611,Quentin Richardson,SF,29,MIA,76,75,27.4,3.2,7.4,.431,1.9,4.7,.397,1.3,2.7,.493,.558,0.7,0.9,.732,0.8,4.1,4.9,1.2,0.9,0.2,0.8,2.2,8.9,19
1612,Luke Ridnour,PG,28,MIL,82,0,21.5,4.0,8.4,.478,0.8,2.2,.381,3.2,6.2,.513,.528,1.5,1.7,.907,0.3,1.5,1.7,4.0,0.7,0.1,1.3,2.2,10.4,19
1613,Nate Robinson,PG,25,TOT,56,2,19.9,3.8,8.8,.436,1.6,4.0,.390,2.3,4.8,.474,.524,0.9,1.2,.746,0.5,1.5,2.0,2.9,0.9,0.1,1.3,2.1,10.1,19
1614,Nate Robinson,PG,25,NYK,30,2,24.4,5.1,11.2,.452,1.7,4.5,.375,3.4,6.7,.505,.528,1.4,1.8,.778,0.8,1.6,2.4,3.7,0.9,0.2,1.8,2.2,13.2,19
1615,Nate Robinson,PG,25,BOS,26,0,14.7,2.4,6.0,.401,1.4,3.3,.414,1.0,2.7,.386,.516,0.3,0.5,.615,0.2,1.3,1.5,2.0,0.8,0.0,0.8,1.9,6.5,19
1616,Sergio Rodríguez,PG,23,TOT,66,8,15.9,2.5,5.3,.476,0.5,1.4,.352,2.0,3.9,.519,.521,1.0,1.4,.731,0.4,1.0,1.3,3.2,0.8,0.1,1.7,1.3,6.6,19
1617,Sergio Rodríguez,PG,23,SAC,39,0,13.3,2.3,4.9,.463,0.4,1.1,.357,1.9,3.8,.493,.503,1.1,1.6,.694,0.4,0.9,1.3,3.1,0.7,0.1,1.5,1.2,6.0,19
1618,Sergio Rodríguez,PG,23,NYK,27,8,19.7,2.9,6.0,.491,0.6,1.8,.347,2.3,4.1,.554,.543,0.9,1.1,.806,0.3,1.1,1.4,3.4,0.8,0.1,2.0,1.4,7.4,19
1619,Rajon Rondo,PG,23,BOS,81,81,36.6,5.7,11.2,.508,0.2,1.0,.213,5.5,10.2,.536,.517,2.2,3.5,.621,1.2,3.2,4.4,9.8,2.3,0.1,3.0,2.4,13.7,19
1620,Derrick Rose,PG,21,CHI,78,78,36.8,8.6,17.6,.489,0.2,0.8,.267,8.4,16.8,.500,.495,3.3,4.3,.766,0.8,2.9,3.8,6.0,0.7,0.3,2.8,1.2,20.8,19
1621,Quinton Ross,SF-SG,28,TOT,52,7,10.8,0.8,2.1,.360,0.1,0.4,.190,0.7,1.7,.400,.378,0.2,0.3,.571,0.3,0.6,0.9,0.2,0.3,0.1,0.2,1.3,1.8,19
1622,Quinton Ross,SF,28,DAL,27,7,11.1,0.9,2.1,.411,0.1,0.5,.231,0.7,1.6,.465,.438,0.2,0.3,.625,0.4,0.6,1.0,0.3,0.3,0.1,0.1,1.3,2.0,19
1623,Quinton Ross,SG,28,WAS,25,0,10.4,0.7,2.2,.309,0.0,0.3,.125,0.6,1.9,.340,.318,0.1,0.2,.500,0.2,0.6,0.9,0.2,0.2,0.1,0.3,1.4,1.5,19
1624,Brandon Roy,SG,25,POR,65,65,37.2,7.6,16.0,.473,1.1,3.4,.330,6.4,12.6,.512,.508,5.3,6.8,.780,1.1,3.3,4.4,4.7,0.9,0.2,2.0,2.1,21.5,19
1625,Brandon Rush,SG,24,IND,82,64,30.4,3.6,8.6,.423,1.5,3.7,.411,2.1,4.9,.433,.511,0.7,1.1,.629,0.5,3.7,4.2,1.4,0.7,0.8,1.1,1.9,9.4,19
1626,Kareem Rush,SG,29,LAC,7,0,8.3,0.6,1.6,.364,0.1,0.4,.333,0.4,1.1,.375,.409,0.0,0.0,,0.1,0.7,0.9,0.6,0.3,0.4,0.4,1.1,1.3,19
1627,John Salmons,SG,30,TOT,81,56,34.9,5.4,12.2,.441,1.5,3.8,.382,3.9,8.4,.468,.501,3.1,3.8,.830,0.4,2.9,3.3,2.8,1.2,0.3,1.5,2.0,15.4,19
1628,John Salmons,SG,30,CHI,51,28,33.2,4.5,10.7,.420,1.4,3.8,.380,3.1,7.0,.441,.486,2.3,2.9,.789,0.4,3.1,3.4,2.5,1.3,0.4,1.4,2.0,12.7,19
1629,John Salmons,SG,30,MIL,30,28,37.6,6.9,14.8,.467,1.5,3.9,.385,5.4,10.9,.497,.518,4.6,5.3,.867,0.6,2.6,3.2,3.3,1.1,0.1,1.8,2.2,19.9,19
1630,Brian Scalabrine,PF,31,BOS,52,3,9.1,0.6,1.6,.341,0.3,0.9,.327,0.3,0.7,.361,.435,0.1,0.1,.667,0.2,0.8,0.9,0.5,0.2,0.1,0.3,1.1,1.5,19
1631,Luis Scola,PF,29,HOU,82,82,32.6,6.8,13.3,.514,0.0,0.1,.200,6.8,13.2,.515,.514,2.5,3.3,.779,2.1,6.5,8.6,2.1,0.8,0.3,2.0,3.0,16.2,19
1632,Thabo Sefolosha,SG,25,OKC,82,82,28.6,2.4,5.4,.440,0.5,1.6,.313,1.9,3.8,.494,.486,0.7,1.1,.674,0.9,3.8,4.7,1.8,1.2,0.6,1.1,1.9,6.0,19
1633,Ramon Sessions,PG,23,MIN,82,1,21.1,3.1,6.8,.456,0.0,0.2,.067,3.1,6.6,.467,.457,2.0,2.8,.717,0.7,1.9,2.6,3.1,0.7,0.1,1.7,1.7,8.2,19
1634,Bobby Simmons,PF,29,NJN,23,2,17.2,1.8,5.1,.359,0.9,2.7,.317,1.0,2.3,.407,.444,0.8,0.9,.900,0.5,2.3,2.7,0.7,0.7,0.1,0.8,2.3,5.3,19
1635,James Singleton,PF-SF,28,TOT,57,3,17.1,1.7,4.5,.382,0.1,0.6,.189,1.6,3.8,.415,.396,0.9,1.1,.855,1.9,2.9,4.8,0.5,0.5,0.8,0.9,2.0,4.5,19
1636,James Singleton,SF,28,DAL,25,0,8.4,1.0,2.6,.375,0.2,0.9,.227,0.8,1.7,.452,.414,0.2,0.2,1.000,0.7,1.5,2.2,0.4,0.4,0.3,0.5,1.2,2.4,19
1637,James Singleton,PF,28,WAS,32,3,23.9,2.3,5.9,.384,0.1,0.5,.133,2.2,5.5,.406,.389,1.5,1.8,.839,2.8,4.1,6.9,0.7,0.5,1.1,1.2,2.6,6.1,19
1638,Brian Skinner,PF,33,LAC,16,1,7.7,0.6,1.6,.400,0.0,0.0,,0.6,1.6,.400,.400,0.4,0.5,.750,0.6,1.1,1.7,0.0,0.2,0.3,0.4,1.3,1.6,19
1639,Craig Smith,PF,26,LAC,75,2,16.4,3.0,5.3,.569,0.0,0.1,.200,3.0,5.2,.574,.571,1.8,2.8,.635,1.3,2.5,3.8,1.1,0.4,0.3,1.2,2.6,7.8,19
1640,J.R. Smith,SG,24,DEN,75,0,27.8,5.7,13.8,.414,2.1,6.2,.338,3.6,7.5,.477,.491,1.9,2.7,.706,0.4,2.7,3.1,2.4,1.3,0.3,1.9,2.3,15.4,19
1641,Jason Smith,PF,23,PHI,56,2,11.8,1.3,3.1,.431,0.2,0.5,.345,1.2,2.6,.448,.460,0.5,0.8,.690,1.0,1.4,2.4,0.6,0.4,0.5,0.6,2.0,3.4,19
1642,Joe Smith,PF,34,ATL,64,1,9.3,1.2,3.0,.399,0.0,0.1,.143,1.2,2.9,.409,.402,0.6,0.8,.813,1.0,1.4,2.5,0.3,0.1,0.3,0.3,1.5,3.0,19
1643,Josh Smith,PF,24,ATL,81,81,35.4,6.2,12.3,.505,0.0,0.1,.000,6.2,12.2,.508,.505,3.2,5.2,.618,2.8,6.0,8.7,4.2,1.6,2.1,2.4,3.0,15.7,19
1644,Darius Songaila,C,31,NOH,75,1,18.8,3.2,6.5,.494,0.0,0.1,.167,3.2,6.4,.498,.495,0.8,1.0,.811,0.8,2.3,3.1,0.9,0.8,0.2,1.1,2.7,7.2,19
1645,Marreese Speights,C,22,PHI,62,1,16.4,3.4,7.2,.477,0.0,0.1,.000,3.4,7.1,.483,.477,1.7,2.3,.745,1.4,2.7,4.1,0.6,0.5,0.5,0.8,2.5,8.6,19
1646,Jerry Stackhouse,SG,35,MIL,42,0,20.4,3.1,7.5,.408,1.1,3.1,.346,2.0,4.4,.452,.479,1.3,1.6,.797,0.5,1.9,2.4,1.7,0.5,0.2,1.6,1.3,8.5,19
1647,DeShawn Stevenson,SG,28,TOT,64,18,13.8,0.7,2.5,.282,0.3,1.4,.218,0.4,1.2,.355,.340,0.4,0.5,.714,0.2,1.3,1.4,0.9,0.3,0.1,0.5,1.2,2.1,19
1648,DeShawn Stevenson,SG,28,WAS,40,13,15.4,0.7,2.6,.282,0.3,1.6,.177,0.5,1.0,.439,.335,0.5,0.6,.720,0.2,1.5,1.6,1.1,0.3,0.1,0.6,1.3,2.2,19
1649,DeShawn Stevenson,SG,28,DAL,24,5,11.1,0.7,2.5,.283,0.3,1.0,.320,0.4,1.5,.257,.350,0.3,0.4,.700,0.2,0.9,1.1,0.5,0.2,0.0,0.3,1.0,2.0,19
1650,Peja Stojaković,SF,32,NOH,62,55,31.4,4.5,11.1,.404,2.1,5.7,.375,2.4,5.4,.435,.500,1.5,1.7,.897,0.6,3.0,3.7,1.5,0.8,0.1,0.9,1.3,12.6,19
1651,Amar'e Stoudemire,PF,27,PHO,82,82,34.6,8.6,15.4,.557,0.0,0.1,.167,8.6,15.3,.559,.557,5.9,7.7,.771,2.8,6.1,8.9,1.0,0.6,1.0,2.6,3.4,23.1,19
1652,Rodney Stuckey,PG,23,DET,73,67,34.2,6.2,15.2,.405,0.2,1.1,.228,5.9,14.1,.418,.413,4.1,4.9,.833,0.9,2.9,3.8,4.8,1.4,0.2,2.2,2.8,16.6,19
1653,DaJuan Summers,SF,22,DET,44,0,9.2,1.0,3.0,.354,0.3,1.0,.357,0.7,2.0,.352,.412,0.6,0.9,.711,0.3,0.7,1.0,0.4,0.2,0.2,0.4,1.2,3.0,19
1654,Jermaine Taylor,SG,23,HOU,31,4,9.8,1.5,3.8,.378,0.2,0.7,.227,1.3,3.1,.412,.399,1.1,1.5,.717,0.7,0.8,1.5,0.5,0.3,0.1,0.6,0.5,4.1,19
1655,Jeff Teague,PG,21,ATL,71,3,10.1,1.3,3.2,.396,0.1,0.5,.219,1.2,2.7,.426,.412,0.6,0.7,.837,0.1,0.9,0.9,1.7,0.5,0.2,0.7,1.2,3.2,19
1656,Sebastian Telfair,PG,24,TOT,43,1,15.3,1.9,4.7,.413,0.3,1.3,.232,1.6,3.4,.483,.445,0.7,0.9,.784,0.1,0.9,1.0,2.9,0.6,0.1,1.2,1.7,4.8,19
1657,Sebastian Telfair,PG,24,LAC,39,1,14.9,1.7,4.3,.404,0.3,1.2,.234,1.4,3.1,.471,.437,0.6,0.8,.774,0.1,0.9,1.1,2.9,0.6,0.1,1.1,1.7,4.3,19
1658,Sebastian Telfair,PG,24,CLE,4,0,19.3,4.0,8.8,.457,0.5,2.3,.222,3.5,6.5,.538,.486,1.3,1.5,.833,0.0,1.0,1.0,3.0,0.5,0.0,1.5,1.5,9.8,19
1659,Garrett Temple,SG,23,TOT,27,4,12.4,1.6,3.7,.436,0.5,1.4,.351,1.1,2.4,.484,.500,1.3,1.9,.700,0.2,0.9,1.1,0.8,0.5,0.2,1.0,1.6,5.0,19
1660,Garrett Temple,SG,23,HOU,9,0,13.1,1.4,3.2,.448,0.3,1.3,.250,1.1,1.9,.588,.500,1.8,2.7,.667,0.2,1.3,1.6,0.8,0.4,0.4,1.6,1.8,5.0,19
1661,Garrett Temple,SG,23,SAC,5,0,4.6,0.6,1.6,.375,0.0,0.4,.000,0.6,1.2,.500,.375,1.0,1.0,1.000,0.2,0.4,0.6,0.4,0.2,0.0,0.4,0.2,2.2,19
1662,Garrett Temple,SG,23,SAS,13,4,14.8,2.2,4.9,.438,0.8,1.8,.435,1.4,3.2,.439,.516,1.1,1.6,.667,0.2,0.8,1.1,0.9,0.6,0.2,0.8,1.9,6.2,19
1663,Jason Terry,SG,32,DAL,77,12,33.0,5.9,13.5,.438,1.8,4.8,.365,4.2,8.7,.479,.503,3.0,3.5,.866,0.2,1.6,1.8,3.8,1.2,0.2,1.4,1.8,16.6,19
1664,Hasheem Thabeet,C,22,MEM,68,13,13.0,1.1,1.9,.588,0.0,0.0,,1.1,1.9,.588,.588,0.8,1.4,.581,1.3,2.3,3.6,0.2,0.2,1.3,0.6,2.4,3.1,19
1665,Etan Thomas,C,31,OKC,23,1,14.0,1.3,3.0,.456,0.0,0.0,,1.3,3.0,.456,.456,0.6,1.0,.591,0.8,2.0,2.8,0.0,0.2,0.7,0.8,1.7,3.3,19
1666,Kenny Thomas,PF,32,SAC,26,2,12.0,0.7,1.3,.486,0.0,0.0,,0.7,1.3,.486,.486,0.3,0.5,.583,1.3,2.0,3.3,0.6,0.4,0.4,0.7,1.6,1.6,19
1667,Kurt Thomas,C,37,MIL,70,9,15.0,1.4,3.0,.476,0.0,0.0,,1.4,3.0,.476,.476,0.2,0.2,.800,1.2,3.0,4.2,0.7,0.4,0.7,0.7,2.3,3.0,19
1668,Tim Thomas,SF,32,DAL,18,1,15.8,2.7,5.9,.462,0.9,2.4,.372,1.8,3.5,.524,.538,1.2,1.3,.875,0.7,1.6,2.3,0.8,0.6,0.1,0.8,1.7,7.5,19
1669,Tyrus Thomas,PF-C,23,TOT,54,3,22.6,3.6,7.8,.462,0.0,0.1,.000,3.6,7.7,.465,.462,2.2,3.2,.686,1.5,4.7,6.2,1.0,1.2,1.6,1.7,2.4,9.4,19
1670,Tyrus Thomas,PF,23,CHI,29,3,23.4,3.4,7.1,.483,0.0,0.0,.000,3.4,7.0,.485,.483,2.0,3.1,.644,1.4,4.9,6.3,1.1,1.4,1.7,1.8,2.2,8.8,19
1671,Tyrus Thomas,C,23,CHA,25,0,21.7,3.8,8.6,.442,0.0,0.1,.000,3.8,8.5,.446,.442,2.5,3.4,.729,1.6,4.5,6.1,0.9,0.9,1.5,1.6,2.6,10.1,19
1672,Jason Thompson,C,23,SAC,75,58,31.4,4.9,10.5,.472,0.0,0.1,.100,4.9,10.3,.477,.473,2.6,3.7,.715,3.0,5.5,8.5,1.7,0.5,1.0,1.9,3.7,12.5,19
1673,Al Thornton,SF,26,TOT,75,46,27.7,4.3,9.0,.473,0.1,0.4,.355,4.1,8.6,.479,.482,2.0,2.8,.725,1.5,2.4,3.9,1.2,0.6,0.5,1.4,2.7,10.7,19
1674,Al Thornton,SF,26,LAC,51,30,27.5,4.3,9.0,.478,0.1,0.3,.357,4.2,8.7,.482,.484,2.0,2.7,.741,1.7,2.1,3.8,1.2,0.5,0.4,1.3,2.8,10.7,19
1675,Al Thornton,SF,26,WAS,24,16,28.1,4.2,9.0,.463,0.3,0.7,.353,3.9,8.3,.472,.477,2.1,3.0,.694,1.3,3.0,4.3,1.2,0.8,0.5,1.5,2.6,10.7,19
1676,Marcus Thornton,SG,22,NOH,73,17,25.6,5.5,12.1,.451,1.6,4.3,.374,3.8,7.8,.493,.517,2.0,2.4,.814,1.0,1.9,2.9,1.6,0.8,0.2,1.0,1.7,14.5,19
1677,Jamaal Tinsley,PG,31,MEM,38,1,15.5,1.4,3.7,.371,0.2,1.0,.179,1.2,2.7,.446,.396,0.6,0.7,.815,0.3,1.4,1.7,2.8,0.9,0.1,1.7,1.8,3.5,19
1678,Anthony Tolliver,PF,24,TOT,46,29,31.0,4.2,9.8,.430,1.1,3.3,.329,3.1,6.5,.481,.486,2.2,2.9,.769,1.8,5.1,7.0,1.9,0.7,0.7,1.0,2.8,11.7,19
1679,Anthony Tolliver,PF,24,POR,2,0,2.0,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,19
1680,Anthony Tolliver,PF,24,GSW,44,29,32.3,4.4,10.2,.431,1.1,3.4,.331,3.3,6.8,.481,.487,2.3,3.0,.769,1.9,5.3,7.3,2.0,0.7,0.8,1.0,2.9,12.3,19
1681,Alando Tucker,SF,25,TOT,15,0,6.4,1.1,2.6,.436,0.1,0.5,.143,1.1,2.1,.500,.449,1.1,1.4,.762,0.4,0.3,0.7,0.3,0.0,0.0,0.3,0.4,3.4,19
1682,Alando Tucker,SF,25,PHO,11,0,6.5,1.2,2.7,.433,0.1,0.6,.143,1.1,2.1,.522,.450,1.5,1.9,.762,0.5,0.2,0.6,0.3,0.0,0.0,0.4,0.5,3.9,19
1683,Alando Tucker,SF,25,MIN,4,0,6.3,1.0,2.3,.444,0.0,0.0,,1.0,2.3,.444,.444,0.0,0.0,,0.3,0.5,0.8,0.3,0.0,0.0,0.3,0.3,2.0,19
1684,Ronny Turiaf,C,27,GSW,42,20,20.8,2.0,3.5,.582,0.0,0.0,.000,2.0,3.5,.586,.582,0.9,1.9,.474,1.3,3.3,4.5,2.1,0.5,1.3,1.2,2.3,4.9,19
1685,Hedo Türkoğlu,SF,30,TOR,74,69,30.7,3.7,9.1,.409,1.5,3.9,.374,2.3,5.2,.436,.490,2.4,3.1,.774,0.6,4.1,4.6,4.1,0.7,0.4,1.7,3.0,11.3,19
1686,Ime Udoka,SG,32,SAC,69,2,13.7,1.3,3.5,.378,0.4,1.3,.286,0.9,2.2,.433,.432,0.6,0.8,.737,0.7,2.0,2.8,0.8,0.5,0.1,0.6,1.2,3.6,19
1687,Beno Udrih,PG,27,SAC,79,41,31.4,5.3,10.6,.493,0.9,2.5,.377,4.3,8.1,.530,.538,1.5,1.8,.837,0.5,2.3,2.8,4.7,1.1,0.1,1.7,2.1,12.9,19
1688,Roko Ukić,PG,25,MIL,13,0,7.5,1.1,2.3,.467,0.2,0.9,.250,0.8,1.4,.611,.517,0.7,0.8,.818,0.0,0.2,0.2,0.9,0.1,0.0,0.5,0.5,3.1,19
1689,Anderson Varejão,PF,27,CLE,76,7,28.5,3.5,6.1,.572,0.0,0.1,.200,3.5,6.1,.576,.573,1.5,2.3,.663,2.5,5.1,7.6,1.1,0.9,0.9,0.9,2.9,8.6,19
1690,Charlie Villanueva,PF,25,DET,78,16,23.7,4.7,10.6,.439,1.3,3.6,.351,3.4,7.0,.484,.499,1.4,1.7,.815,1.1,3.6,4.7,0.7,0.6,0.7,0.9,2.9,11.9,19
1691,Sasha Vujačić,SG,25,LAL,67,1,8.6,1.0,2.4,.402,0.4,1.2,.309,0.6,1.2,.494,.479,0.4,0.5,.848,0.4,0.8,1.2,0.6,0.3,0.1,0.3,1.0,2.8,19
1692,Dwyane Wade,SG,28,MIA,77,77,36.3,9.3,19.6,.476,0.9,3.2,.300,8.4,16.5,.509,.500,6.9,9.1,.761,1.4,3.5,4.8,6.5,1.8,1.1,3.3,2.4,26.6,19
1693,Henry Walker,SG-SF,22,TOT,35,13,21.9,3.4,6.6,.517,1.4,3.3,.431,2.0,3.3,.603,.625,1.1,1.4,.796,0.4,2.1,2.5,1.1,0.7,0.1,0.8,2.4,9.4,19
1694,Henry Walker,SF,22,BOS,8,0,3.6,0.4,0.8,.500,0.0,0.0,,0.4,0.8,.500,.500,0.3,0.3,1.000,0.0,0.6,0.6,0.4,0.0,0.0,0.3,0.5,1.0,19
1695,Henry Walker,SG,22,NYK,27,13,27.4,4.3,8.4,.518,1.9,4.3,.431,2.5,4.1,.609,.628,1.4,1.7,.787,0.6,2.5,3.1,1.4,0.9,0.1,1.0,2.9,11.9,19
1696,Ben Wallace*,C,35,DET,69,67,28.6,2.3,4.2,.541,0.0,0.0,.000,2.3,4.2,.545,.541,0.9,2.3,.406,3.6,5.1,8.7,1.5,1.2,1.2,0.9,1.9,5.5,19
1697,Gerald Wallace,SF,27,CHA,76,76,41.0,6.0,12.4,.484,0.7,1.8,.371,5.3,10.6,.503,.511,5.6,7.2,.776,2.0,8.1,10.0,2.1,1.5,1.1,2.3,2.6,18.2,19
1698,Rasheed Wallace,C,35,BOS,79,13,22.5,3.4,8.2,.409,1.0,3.7,.283,2.3,4.6,.511,.472,1.2,1.6,.768,0.5,3.6,4.1,1.0,1.0,0.9,0.8,2.8,9.0,19
